"","Artist","Track","Artist_no_featuring","artist_no_featuring_lower.x","artist_no_featuring_lower.y","track_lower_no_brackets.x","track_lower_no_brackets.y","track_lower_no_brackets_schar_ws.x","track_lower_no_brackets_schar_ws.y","artist mbid.x","artist mbid.y"
"29935","Evanescence Featuring Paul McCoy","Bring Me To Life","Evanescence","evanescence","evanescence","bring me to life","bring me to life v.1","bringmetolife","bringmetolifev1","f4a31f0a-51dd-4fa7-986d-3095c40c5ed9","f4a31f0a-51dd-4fa7-986d-3095c40c5ed9"
"29936","Evanescence Featuring Paul McCoy","Bring Me To Life","Evanescence","evanescence","evanescence","bring me to life","bring me to life v.2","bringmetolife","bringmetolifev2","f4a31f0a-51dd-4fa7-986d-3095c40c5ed9","f4a31f0a-51dd-4fa7-986d-3095c40c5ed9"
"30003","Eve 6","Here's To The Night","Eve 6","eve 6","eve 6","here's to the night","here's to the night","herestothenight","herestothenight","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30004","Eve 6","Here's To The Night","Eve 6","eve 6","eve 6","here's to the night","here's to the night","herestothenight","herestothenight","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30005","Eve 6","Here's To The Night","Eve 6","eve 6","eve 6","here's to the night","here's to the night ","herestothenight","herestothenight","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30006","Eve 6","Here's To The Night","Eve 6","eve 6","eve 6","here's to the night","here’s to the night","herestothenight","herestothenight","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30008","Eve 6","Inside Out","Eve 6","eve 6","eve 6","inside out","inside out","insideout","insideout","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30009","Eve 6","Inside Out","Eve 6","eve 6","eve 6","inside out","inside out ","insideout","insideout","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30010","Eve 6","Inside Out","Eve 6","eve 6","eve 6","inside out","inside out ","insideout","insideout","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30011","Eve 6","Inside Out","Eve 6","eve 6","eve 6","inside out","inside out ","insideout","insideout","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30012","Eve 6","Inside Out","Eve 6","eve 6","eve 6","inside out","inside out ","insideout","insideout","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30013","Eve 6","Inside Out","Eve 6","eve 6","eve 6","inside out","inside out ","insideout","insideout","ebd2ac91-6249-4e4b-bde1-353a424138c9","ebd2ac91-6249-4e4b-bde1-353a424138c9"
"30047","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30048","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30049","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30050","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30051","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30052","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30053","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30054","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30055","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30056","Everclear","Father Of Mine","Everclear","everclear","everclear","father of mine","father of mine ","fatherofmine","fatherofmine","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30070","Everclear","Wonderful","Everclear","everclear","everclear","wonderful","wonderful","wonderful","wonderful","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30071","Everclear","Wonderful","Everclear","everclear","everclear","wonderful","wonderful ","wonderful","wonderful","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30072","Everclear","Wonderful","Everclear","everclear","everclear","wonderful","wonderful ","wonderful","wonderful","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30073","Everclear","Wonderful","Everclear","everclear","everclear","wonderful","wonderful ","wonderful","wonderful","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30074","Everclear","Wonderful","Everclear","everclear","everclear","wonderful","wonderful ","wonderful","wonderful","3604c99d-c146-4276-aa0c-9376d333aeb8","3604c99d-c146-4276-aa0c-9376d333aeb8"
"30089","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30090","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30091","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30092","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30093","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30094","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30095","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30096","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30097","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30098","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it's like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30099","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it’s like","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30100","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it’s like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30101","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it’s like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30102","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it’s like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30103","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what it’s like ","whatitslike","whatitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30104","Everlast","What It's Like","Everlast","everlast","everlast","what it's like","what's it's like","whatitslike","whatsitslike","ca39d50f-9885-420e-88d6-9c3f64038773","ca39d50f-9885-420e-88d6-9c3f64038773"
"30232","Fabolous","Breathe","Fabolous","fabolous","fabolous","breathe","breathe","breathe","breathe","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30233","Fabolous","Breathe","Fabolous","fabolous","fabolous","breathe","breathe ","breathe","breathe","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30234","Fabolous","Breathe","Fabolous","fabolous","fabolous","breathe","breathe ","breathe","breathe","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30235","Fabolous","Breathe","Fabolous","fabolous","fabolous","breathe","breathe ","breathe","breathe","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30383","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young 'n ","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30384","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young og","youngn","youngog","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30385","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young'n","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30386","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young'n ","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30387","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young'n ","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30388","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young'n ","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30389","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young'n ","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30390","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young’n","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30391","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","young’n ","youngn","youngn","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30392","Fabolous","Young'n (Holla Back)","Fabolous","fabolous","fabolous","young'n ","youngin'","youngn","youngin","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30450","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can't let u go ","cantletyougo","cantletugo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30451","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can't let you go","cantletyougo","cantletyougo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30452","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can't let you go ","cantletyougo","cantletyougo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30453","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can’t let you go","cantletyougo","cantletyougo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30454","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can’t let you go ","cantletyougo","cantletyougo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30455","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can’t let you go ","cantletyougo","cantletyougo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30456","Fabolous Featuring Mike Shorey & Lil' Mo","Can't Let You Go","Fabolous","fabolous","fabolous","can't let you go","can’t let you go ","cantletyougo","cantletyougo","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30488","Fabolous Featuring Nate Dogg","Can't Deny It","Fabolous","fabolous","fabolous","can't deny it","can't deny it","cantdenyit","cantdenyit","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30489","Fabolous Featuring Nate Dogg","Can't Deny It","Fabolous","fabolous","fabolous","can't deny it","can't deny it ","cantdenyit","cantdenyit","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30490","Fabolous Featuring Nate Dogg","Can't Deny It","Fabolous","fabolous","fabolous","can't deny it","can’t deny it","cantdenyit","cantdenyit","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30491","Fabolous Featuring Nate Dogg","Can't Deny It","Fabolous","fabolous","fabolous","can't deny it","can’t deny it ","cantdenyit","cantdenyit","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30492","Fabolous Featuring Nate Dogg","Can't Deny It","Fabolous","fabolous","fabolous","can't deny it","can’t deny it ","cantdenyit","cantdenyit","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30493","Fabolous Featuring Nate Dogg","Can't Deny It","Fabolous","fabolous","fabolous","can't deny it","can’t deny it ","cantdenyit","cantdenyit","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30499","Fabolous Featuring P. Diddy & Jagged Edge","Trade It All","Fabolous","fabolous","fabolous","trade it all","trade it all","tradeitall","tradeitall","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30500","Fabolous Featuring P. Diddy & Jagged Edge","Trade It All","Fabolous","fabolous","fabolous","trade it all","trade it all ","tradeitall","tradeitall","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30501","Fabolous Featuring P. Diddy & Jagged Edge","Trade It All","Fabolous","fabolous","fabolous","trade it all","trade it all ","tradeitall","tradeitall","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30502","Fabolous Featuring P. Diddy & Jagged Edge","Trade It All","Fabolous","fabolous","fabolous","trade it all","trade it all ","tradeitall","tradeitall","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30509","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","into you","intoyou","intoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30510","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","into you ","intoyou","intoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30511","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","into you ","intoyou","intoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30512","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","into you ","intoyou","intoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30513","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","into you ","intoyou","intoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30514","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","into you ","intoyou","intoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30515","Fabolous Featuring Tamia Or Ashanti","Into You","Fabolous","fabolous","fabolous","into you","so into you","intoyou","sointoyou","d2299099-e617-46dd-b013-ba0b4c72bc63","d2299099-e617-46dd-b013-ba0b4c72bc63"
"30602","Faith Evans","I Love You","Faith Evans","faith evans","faith evans","i love you","i love you","iloveyou","iloveyou","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30652","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30653","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30654","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30655","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30656","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30657","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30658","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30659","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30660","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30661","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30662","Faith Evans","Love Like This","Faith Evans","faith evans","faith evans","love like this","love like this ","lovelikethis","lovelikethis","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30672","Faith Evans","Never Gonna Let You Go","Faith Evans","faith evans","faith evans","never gonna let you go","never gonna let you go","nevergonnaletyougo","nevergonnaletyougo","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30673","Faith Evans","Never Gonna Let You Go","Faith Evans","faith evans","faith evans","never gonna let you go","never gonna let you go ","nevergonnaletyougo","nevergonnaletyougo","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30674","Faith Evans","Never Gonna Let You Go","Faith Evans","faith evans","faith evans","never gonna let you go","never gonna let you go ","nevergonnaletyougo","nevergonnaletyougo","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30675","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30676","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30677","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30678","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30679","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30680","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30681","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30682","Faith Evans","You Gets No Love","Faith Evans","faith evans","faith evans","you gets no love","you gets no love ","yougetsnolove","yougetsnolove","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30693","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30694","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe ","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30695","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe ","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30696","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe ","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30697","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe ","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30698","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe ","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30699","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can't believe ","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30700","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","can’t believe","cantbelieve","cantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30701","Faith Evans Featuring Carl Thomas","Can't Believe","Faith Evans","faith evans","faith evans","can't believe","i can’t believe","cantbelieve","icantbelieve","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30747","Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up","Faith Evans","faith evans","faith evans","burnin' up","burnin up ","burninup","burninup","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30748","Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up","Faith Evans","faith evans","faith evans","burnin' up","burnin' up","burninup","burninup","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30749","Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up","Faith Evans","faith evans","faith evans","burnin' up","burnin' up ","burninup","burninup","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30750","Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up","Faith Evans","faith evans","faith evans","burnin' up","burnin’ up","burninup","burninup","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30751","Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up","Faith Evans","faith evans","faith evans","burnin' up","burnin’ up ","burninup","burninup","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
"30752","Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up","Faith Evans","faith evans","faith evans","burnin' up","burnin’ up ","burninup","burninup","ebcd0bad-75ef-4203-b7b3-7af38a9ef198","ebcd0bad-75ef-4203-b7b3-7af38a9ef198"
